OTU_ID,Domain,Phylum,Class,Order,Family,Genus,Species,taxonomy
OTU6573,Fungi,Ascomycota,Sordariomycetes,Sordariales,uncl_Sordariales,uncl_Sordariales,uncl_Sordariales,Fungi;Ascomycota;Sordariomycetes;Sordariales;uncl_Sordariales;uncl_Sordariales;uncl_Sordariales
OTU6574,Fungi,Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,Fungi;Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota
OTU6575,Fungi,Ascomycota,Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,Fungi;Ascomycota;Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes
OTU6576,Fungi,Ascomycota,Lecanoromycetes,Ostropales,uncl_Ostropales,uncl_Ostropales,uncl_Ostropales,Fungi;Ascomycota;Lecanoromycetes;Ostropales;uncl_Ostropales;uncl_Ostropales;uncl_Ostropales
OTU658,Fungi,Ascomycota,Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,Fungi;Ascomycota;Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes
OTU6581,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Claroideoglomeraceae,Claroideoglomus,uncl_Claroideoglomus,Fungi;Mucoromycota;Glomeromycetes;Glomerales;Claroideoglomeraceae;Claroideoglomus;uncl_Claroideoglomus
OTU6582,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Sclerostagonospora,uncl_Sclerostagonospora,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Sclerostagonospora;uncl_Sclerostagonospora
OTU6586,Fungi,Mucoromycota,Glomeromycetes,uncl_Glomeromycetes,uncl_Glomeromycetes,uncl_Glomeromycetes,uncl_Glomeromycetes,Fungi;Mucoromycota;Glomeromycetes;uncl_Glomeromycetes;uncl_Glomeromycetes;uncl_Glomeromycetes;uncl_Glomeromycetes
OTU6590,Fungi,Ascomycota,Pezizomycetes,Pezizales,uncl_Pezizales,uncl_Pezizales,uncl_Pezizales,Fungi;Ascomycota;Pezizomycetes;Pezizales;uncl_Pezizales;uncl_Pezizales;uncl_Pezizales
OTU6592,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU6593,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiales_fam_Incertae_sedis,uncl_Chytridiales_fam_Incertae_sedis,uncl_Chytridiales_fam_Incertae_sedis,Fungi;Chytridiomycota;Chytridiomycetes;Chytridiales;Chytridiales_fam_Incertae_sedis;uncl_Chytridiales_fam_Incertae_sedis;uncl_Chytridiales_fam_Incertae_sedis
OTU6594,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Hyphodermataceae,Hyphoderma,uncl_Hyphoderma,Fungi;Basidiomycota;Agaricomycetes;Polyporales;Hyphodermataceae;Hyphoderma;uncl_Hyphoderma
OTU6595,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Xylodon,uncl_Xylodon,Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae;Xylodon;uncl_Xylodon
OTU6597,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,uncl_Dominikia,Fungi;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;Dominikia;uncl_Dominikia
OTU6598,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Panaeolus,Panaeolus_papilionaceus,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;Panaeolus;Panaeolus_papilionaceus
OTU66,Fungi,Basidiomycota,Atractiellomycetes,Atractiellales,Hoehnelomycetaceae,Atractiella,Atractiella_rhizophila,Fungi;Basidiomycota;Atractiellomycetes;Atractiellales;Hoehnelomycetaceae;Atractiella;Atractiella_rhizophila
OTU660,Fungi,Basidiomycota,Agaricomycetes,Agaricales,uncl_Agaricales,uncl_Agaricales,uncl_Agaricales,Fungi;Basidiomycota;Agaricomycetes;Agaricales;uncl_Agaricales;uncl_Agaricales;uncl_Agaricales
OTU6605,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,uncl_Ceratobasidiaceae,uncl_Ceratobasidiaceae,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;uncl_Ceratobasidiaceae;uncl_Ceratobasidiaceae
OTU6606,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,uncl_Chytridiales,uncl_Chytridiales,uncl_Chytridiales,Fungi;Chytridiomycota;Chytridiomycetes;Chytridiales;uncl_Chytridiales;uncl_Chytridiales;uncl_Chytridiales
OTU6609,Fungi,Ascomycota,Sordariomycetes,Branch06,uncl_Branch06,uncl_Branch06,uncl_Branch06,Fungi;Ascomycota;Sordariomycetes;Branch06;uncl_Branch06;uncl_Branch06;uncl_Branch06
OTU661,Fungi,Ascomycota,Sordariomycetes,Hypocreales,uncl_Hypocreales,uncl_Hypocreales,uncl_Hypocreales,Fungi;Ascomycota;Sordariomycetes;Hypocreales;uncl_Hypocreales;uncl_Hypocreales;uncl_Hypocreales
OTU6610,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,uncl_Chaetothyriales,uncl_Chaetothyriales,uncl_Chaetothyriales,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;uncl_Chaetothyriales;uncl_Chaetothyriales;uncl_Chaetothyriales
OTU6611,Fungi,Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,Fungi;Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota
OTU6612,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,uncl_Agaricaceae,uncl_Agaricaceae,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;uncl_Agaricaceae;uncl_Agaricaceae
OTU6613,Fungi,Basidiomycota,Tremellomycetes,uncl_Tremellomycetes,uncl_Tremellomycetes,uncl_Tremellomycetes,uncl_Tremellomycetes,Fungi;Basidiomycota;Tremellomycetes;uncl_Tremellomycetes;uncl_Tremellomycetes;uncl_Tremellomycetes;uncl_Tremellomycetes
OTU6615,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sarocladium,uncl_Sarocladium,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales_fam_Incertae_sedis;Sarocladium;uncl_Sarocladium
OTU6616,Fungi,Ascomycota,Leotiomycetes,Leotiales,uncl_Leotiales,uncl_Leotiales,uncl_Leotiales,Fungi;Ascomycota;Leotiomycetes;Leotiales;uncl_Leotiales;uncl_Leotiales;uncl_Leotiales
OTU6618,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU6619,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,uncl_Nectriaceae,uncl_Nectriaceae,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;uncl_Nectriaceae;uncl_Nectriaceae
OTU662,Fungi,Basidiomycota,Agaricomycetes,Agaricales,uncl_Agaricales,uncl_Agaricales,uncl_Agaricales,Fungi;Basidiomycota;Agaricomycetes;Agaricales;uncl_Agaricales;uncl_Agaricales;uncl_Agaricales
OTU6621,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Apodus,uncl_Apodus,Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Apodus;uncl_Apodus
OTU6623,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU6624,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,uncl_Magnaporthales,uncl_Magnaporthales,uncl_Magnaporthales,Fungi;Ascomycota;Sordariomycetes;Magnaporthales;uncl_Magnaporthales;uncl_Magnaporthales;uncl_Magnaporthales
OTU6625,Fungi,Ascomycota,Orbiliomycetes,uncl_Orbiliomycetes,uncl_Orbiliomycetes,uncl_Orbiliomycetes,uncl_Orbiliomycetes,Fungi;Ascomycota;Orbiliomycetes;uncl_Orbiliomycetes;uncl_Orbiliomycetes;uncl_Orbiliomycetes;uncl_Orbiliomycetes
OTU6626,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU6627,Fungi,Ascomycota,Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,Fungi;Ascomycota;Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes
OTU663,Fungi,Ascomycota,Leotiomycetes,Helotiales,uncl_Helotiales,uncl_Helotiales,uncl_Helotiales,Fungi;Ascomycota;Leotiomycetes;Helotiales;uncl_Helotiales;uncl_Helotiales;uncl_Helotiales
OTU6630,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,uncl_Clavaria,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;Clavaria;uncl_Clavaria
OTU6634,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,uncl_Nectriaceae,uncl_Nectriaceae,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;uncl_Nectriaceae;uncl_Nectriaceae
OTU6635,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,uncl_Magnaporthales,uncl_Magnaporthales,uncl_Magnaporthales,Fungi;Ascomycota;Sordariomycetes;Magnaporthales;uncl_Magnaporthales;uncl_Magnaporthales;uncl_Magnaporthales
OTU6636,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales,Fungi;Ascomycota;Dothideomycetes;Pleosporales;uncl_Pleosporales;uncl_Pleosporales;uncl_Pleosporales
OTU6637,Fungi,Ascomycota,Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,Fungi;Ascomycota;Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes
OTU6639,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU6648,Fungi,Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,uncl_Basidiomycota,Fungi;Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota;uncl_Basidiomycota
OTU6649,Fungi,Ascomycota,Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,Fungi;Ascomycota;Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes
OTU6652,Fungi,Basidiomycota,Agaricomycetes,Agaricales,uncl_Agaricales,uncl_Agaricales,uncl_Agaricales,Fungi;Basidiomycota;Agaricomycetes;Agaricales;uncl_Agaricales;uncl_Agaricales;uncl_Agaricales
OTU6654,Fungi,Ascomycota,Sordariomycetes,Hypocreales,uncl_Hypocreales,uncl_Hypocreales,uncl_Hypocreales,Fungi;Ascomycota;Sordariomycetes;Hypocreales;uncl_Hypocreales;uncl_Hypocreales;uncl_Hypocreales
OTU6655,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU6663,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,uncl_Sordariaceae,uncl_Sordariaceae,Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;uncl_Sordariaceae;uncl_Sordariaceae
OTU6666,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,uncl_Agaricaceae,uncl_Agaricaceae,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;uncl_Agaricaceae;uncl_Agaricaceae
OTU6668,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,Fungi;Ascomycota;Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes
OTU667,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,uncl_Bolbitiaceae,uncl_Bolbitiaceae,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;uncl_Bolbitiaceae;uncl_Bolbitiaceae
OTU6670,Fungi,Ascomycota,Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,Fungi;Ascomycota;Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes
OTU6672,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,uncl_Coprinopsis,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Coprinopsis;uncl_Coprinopsis
OTU6673,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Saksenaeaceae,Saksenaea,uncl_Saksenaea,Fungi;Mucoromycota;Mucoromycetes;Mucorales;Saksenaeaceae;Saksenaea;uncl_Saksenaea
OTU6675,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,uncl_Malassezia,Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;uncl_Malassezia
OTU6676,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,uncl_Cortinarius,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;uncl_Cortinarius
OTU6678,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Nectriopsis,uncl_Nectriopsis,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Nectriopsis;uncl_Nectriopsis
OTU6679,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,uncl_Fusarium,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;uncl_Fusarium
OTU668,Fungi,Basidiomycota,Agaricomycetes,Agaricales,uncl_Agaricales,uncl_Agaricales,uncl_Agaricales,Fungi;Basidiomycota;Agaricomycetes;Agaricales;uncl_Agaricales;uncl_Agaricales;uncl_Agaricales
OTU6686,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,uncl_Psathyrellaceae,uncl_Psathyrellaceae,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;uncl_Psathyrellaceae;uncl_Psathyrellaceae
OTU6688,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU6690,Fungi,Ascomycota,Sordariomycetes,Hypocreales,uncl_Hypocreales,uncl_Hypocreales,uncl_Hypocreales,Fungi;Ascomycota;Sordariomycetes;Hypocreales;uncl_Hypocreales;uncl_Hypocreales;uncl_Hypocreales
OTU6692,Fungi,Basidiomycota,Agaricomycetes,uncl_Agaricomycetes,uncl_Agaricomycetes,uncl_Agaricomycetes,uncl_Agaricomycetes,Fungi;Basidiomycota;Agaricomycetes;uncl_Agaricomycetes;uncl_Agaricomycetes;uncl_Agaricomycetes;uncl_Agaricomycetes
OTU6695,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariales_fam_Incertae_sedis,Oliveonia,uncl_Oliveonia,Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Auriculariales_fam_Incertae_sedis;Oliveonia;uncl_Oliveonia
OTU6699,Fungi,Ascomycota,Leotiomycetes,Helotiales,uncl_Helotiales,uncl_Helotiales,uncl_Helotiales,Fungi;Ascomycota;Leotiomycetes;Helotiales;uncl_Helotiales;uncl_Helotiales;uncl_Helotiales
OTU67,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,uncl_Fusarium,Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;uncl_Fusarium
OTU670,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales,Fungi;Ascomycota;Dothideomycetes;Pleosporales;uncl_Pleosporales;uncl_Pleosporales;uncl_Pleosporales
OTU6702,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,uncl_Hydnodontaceae,uncl_Hydnodontaceae,Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;uncl_Hydnodontaceae;uncl_Hydnodontaceae
OTU6703,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lentitheciaceae,uncl_Lentitheciaceae,uncl_Lentitheciaceae,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Lentitheciaceae;uncl_Lentitheciaceae;uncl_Lentitheciaceae
OTU6705,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,uncl_Ceratobasidiaceae,uncl_Ceratobasidiaceae,Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;uncl_Ceratobasidiaceae;uncl_Ceratobasidiaceae
OTU6707,Fungi,Ascomycota,Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,Fungi;Ascomycota;Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes
OTU6708,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Dominikia,uncl_Dominikia,Fungi;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;Dominikia;uncl_Dominikia
OTU671,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU6713,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces,uncl_Talaromyces,Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Talaromyces;uncl_Talaromyces
OTU6715,Fungi,Ascomycota,Sordariomycetes,Sordariales,uncl_Sordariales,uncl_Sordariales,uncl_Sordariales,Fungi;Ascomycota;Sordariomycetes;Sordariales;uncl_Sordariales;uncl_Sordariales;uncl_Sordariales
OTU6718,Fungi,Zoopagomycota,Ramicandelaberomycetes,Ramicandelaberales,Ramicandelaberaceae,Ramicandelaber,uncl_Ramicandelaber,Fungi;Zoopagomycota;Ramicandelaberomycetes;Ramicandelaberales;Ramicandelaberaceae;Ramicandelaber;uncl_Ramicandelaber
OTU6719,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,Fungi;Ascomycota;Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes
OTU6720,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,uncl_Chaetothyriales,uncl_Chaetothyriales,uncl_Chaetothyriales,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;uncl_Chaetothyriales;uncl_Chaetothyriales;uncl_Chaetothyriales
OTU6722,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU6724,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,uncl_Entoloma,Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Entoloma;uncl_Entoloma
OTU6726,Fungi,Ascomycota,Sordariomycetes,Sordariales,uncl_Sordariales,uncl_Sordariales,uncl_Sordariales,Fungi;Ascomycota;Sordariomycetes;Sordariales;uncl_Sordariales;uncl_Sordariales;uncl_Sordariales
OTU6727,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales,Fungi;Ascomycota;Dothideomycetes;Pleosporales;uncl_Pleosporales;uncl_Pleosporales;uncl_Pleosporales
OTU6729,Fungi,Mucoromycota,Glomeromycetes,Glomerales,uncl_Glomerales,uncl_Glomerales,uncl_Glomerales,Fungi;Mucoromycota;Glomeromycetes;Glomerales;uncl_Glomerales;uncl_Glomerales;uncl_Glomerales
OTU673,Fungi,Ascomycota,Leotiomycetes,Helotiales,uncl_Helotiales,uncl_Helotiales,uncl_Helotiales,Fungi;Ascomycota;Leotiomycetes;Helotiales;uncl_Helotiales;uncl_Helotiales;uncl_Helotiales
OTU6730,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,uncl_Tomentella,Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Tomentella;uncl_Tomentella
OTU6731,Fungi,Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,Fungi;Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota
OTU6732,Fungi,Ascomycota,Sordariomycetes,Hypocreales,uncl_Hypocreales,uncl_Hypocreales,uncl_Hypocreales,Fungi;Ascomycota;Sordariomycetes;Hypocreales;uncl_Hypocreales;uncl_Hypocreales;uncl_Hypocreales
OTU6734,Fungi,Ascomycota,Eurotiomycetes,uncl_Eurotiomycetes,uncl_Eurotiomycetes,uncl_Eurotiomycetes,uncl_Eurotiomycetes,Fungi;Ascomycota;Eurotiomycetes;uncl_Eurotiomycetes;uncl_Eurotiomycetes;uncl_Eurotiomycetes;uncl_Eurotiomycetes
OTU6738,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU674,Fungi,Ascomycota,Dothideomycetes,Pleosporales,uncl_Pleosporales,uncl_Pleosporales,uncl_Pleosporales,Fungi;Ascomycota;Dothideomycetes;Pleosporales;uncl_Pleosporales;uncl_Pleosporales;uncl_Pleosporales
OTU6740,Fungi,Mucoromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomus,uncl_Glomus,Fungi;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;Glomus;uncl_Glomus
OTU6743,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Helicoma,uncl_Helicoma,Fungi;Ascomycota;Dothideomycetes;Tubeufiales;Tubeufiaceae;Helicoma;uncl_Helicoma
OTU6747,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,uncl_Chaetothyriales,uncl_Chaetothyriales,uncl_Chaetothyriales,Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;uncl_Chaetothyriales;uncl_Chaetothyriales;uncl_Chaetothyriales
OTU6748,Fungi,Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,uncl_Ascomycota,Fungi;Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota;uncl_Ascomycota
OTU675,Fungi,Basidiomycota,Agaricomycetes,Agaricales,uncl_Agaricales,uncl_Agaricales,uncl_Agaricales,Fungi;Basidiomycota;Agaricomycetes;Agaricales;uncl_Agaricales;uncl_Agaricales;uncl_Agaricales
OTU6752,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Libertasomycetaceae,uncl_Libertasomycetaceae,uncl_Libertasomycetaceae,Fungi;Ascomycota;Dothideomycetes;Pleosporales;Libertasomycetaceae;uncl_Libertasomycetaceae;uncl_Libertasomycetaceae
OTU6754,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,uncl_Sebacinales,uncl_Sebacinales,uncl_Sebacinales,Fungi;Basidiomycota;Agaricomycetes;Sebacinales;uncl_Sebacinales;uncl_Sebacinales;uncl_Sebacinales
OTU6755,Fungi,Basidiomycota,Exobasidiomycetes,Entylomatales,Entylomataceae,Tilletiopsis,Tilletiopsis_lilacina,Fungi;Basidiomycota;Exobasidiomycetes;Entylomatales;Entylomataceae;Tilletiopsis;Tilletiopsis_lilacina
OTU676,Fungi,Chytridiomycota,Cladochytriomycetes,Cladochytriales,uncl_Cladochytriales,uncl_Cladochytriales,uncl_Cladochytriales,Fungi;Chytridiomycota;Cladochytriomycetes;Cladochytriales;uncl_Cladochytriales;uncl_Cladochytriales;uncl_Cladochytriales
OTU6760,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,Fungi;Ascomycota;Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes
OTU6761,Fungi,Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,uncl_Mucoromycota,Fungi;Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota;uncl_Mucoromycota
OTU6762,Fungi,Ascomycota,Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,uncl_Dothideomycetes,Fungi;Ascomycota;Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes;uncl_Dothideomycetes
OTU6764,Fungi,Ascomycota,Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,uncl_Sordariomycetes,Fungi;Ascomycota;Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes;uncl_Sordariomycetes
