,sign,Domain,Phylum,Class,Order,Family,Genus
OTU13581,NS,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,uncl_Flavobacteriaceae
OTU23697,Generalists,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,uncl_Polyangiaceae
OTU21099,NS,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,uncl_Solirubrobacterales,uncl_Solirubrobacterales
OTU2853,Generalists,Bacteria,Acidobacteria,Acidobacteria_Gp4,uncl_Acidobacteria_Gp4,uncl_Acidobacteria_Gp4,uncl_Acidobacteria_Gp4
OTU1532,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus
OTU2354,Generalists,Bacteria,Verrucomicrobia,Subdivision3,uncl_Subdivision3,uncl_Subdivision3,Subdivision3_genera_incertae_sedis
OTU6969,Specialists,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,uncl_Sphingomonadaceae
OTU135,Specialists,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Labrys
OTU2130,Generalists,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Ilumatobacter
OTU2035,NS,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus
OTU5867,NS,Bacteria,Acidobacteria,Acidobacteria_Gp7,uncl_Acidobacteria_Gp7,uncl_Acidobacteria_Gp7,Gp7
OTU32297,Specialists,Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineosporia
OTU57615,NS,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,uncl_Solirubrobacterales,uncl_Solirubrobacterales
OTU2287,Generalists,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncl_Gemmatimonadaceae
OTU8401,Generalists,Bacteria,Proteobacteria,Betaproteobacteria,uncl_Betaproteobacteria,uncl_Betaproteobacteria,uncl_Betaproteobacteria
OTU24164,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,uncl_Acetobacteraceae
OTU54177,Generalists,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Promicromonospora
OTU6538,Specialists,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,uncl_Myxococcales,uncl_Myxococcales
OTU398,Specialists,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Tahibacter
OTU3699,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
OTU7234,NS,Bacteria,Armatimonadetes,Armatimonadia,uncl_Armatimonadia,uncl_Armatimonadia,uncl_Armatimonadia
OTU1307,Generalists,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,uncl_Myxococcaceae
OTU19403,Specialists,Bacteria,Actinobacteria,Actinobacteria,Frankiales,uncl_Frankiales,uncl_Frankiales
OTU73874,NS,Bacteria,Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria
OTU626,NS,Bacteria,Acidobacteria,Acidobacteria_Gp3,uncl_Acidobacteria_Gp3,uncl_Acidobacteria_Gp3,Gp3
OTU7101,NS,Bacteria,Armatimonadetes,uncl_Armatimonadetes,uncl_Armatimonadetes,uncl_Armatimonadetes,Armatimonadetes_gp5
OTU2487,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,uncl_Rhizobiales,uncl_Rhizobiales
OTU5673,NS,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter
OTU14893,NS,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,uncl_Solirubrobacterales,uncl_Solirubrobacterales
OTU2589,Specialists,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Roseomonas
OTU36934,NS,Bacteria,Acidobacteria,Vicinamibacteria,uncl_Vicinamibacteria,uncl_Vicinamibacteria,uncl_Vicinamibacteria
OTU61857,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,uncl_Rhizobiales,uncl_Rhizobiales
OTU2723,Generalists,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU4101,NS,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,uncl_Chitinophagaceae
OTU31045,NS,Bacteria,Acidobacteria,Acidobacteria_Gp7,uncl_Acidobacteria_Gp7,uncl_Acidobacteria_Gp7,Gp7
OTU15389,NS,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
OTU78971,NS,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Allocatelliglobosispora
OTU1887,Generalists,Bacteria,Actinobacteria,Acidimicrobiia,uncl_Acidimicrobiia,uncl_Acidimicrobiia,uncl_Acidimicrobiia
OTU4187,NS,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,uncl_Solirubrobacterales,uncl_Solirubrobacterales
OTU6427,NS,Bacteria,Acidobacteria,uncl_Acidobacteria,uncl_Acidobacteria,uncl_Acidobacteria,uncl_Acidobacteria
OTU29884,NS,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Niastella
OTU12296,Specialists,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylophilus
OTU13871,NS,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,uncl_Burkholderiales,uncl_Burkholderiales
OTU3784,NS,Bacteria,Verrucomicrobia,Terrimicrobia,uncl_Terrimicrobia,uncl_Terrimicrobia,uncl_Terrimicrobia
OTU12534,Specialists,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,uncl_Solirubrobacterales,uncl_Solirubrobacterales
OTU15448,NS,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Isosphaeraceae,uncl_Isosphaeraceae
OTU8843,Specialists,Bacteria,Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,Parcubacteria_genera_incertae_sedis
OTU9469,NS,Bacteria,Chloroflexi,Anaerolineae,uncl_Anaerolineae,uncl_Anaerolineae,uncl_Anaerolineae
OTU4197,NS,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Edaphobaculum
OTU86464,NS,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncl_Comamonadaceae
OTU9116,NS,Bacteria,Acidobacteria,Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,Gp6
OTU84,Specialists,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga
OTU19763,NS,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,Ohtaekwangia
OTU11251,NS,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,uncl_Chitinophagaceae
OTU7582,Specialists,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
OTU19046,NS,Bacteria,Verrucomicrobia,Spartobacteria,uncl_Spartobacteria,uncl_Spartobacteria,Spartobacteria_genera_incertae_sedis
OTU2420,Generalists,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,uncl_Chitinophagaceae
OTU8302,Generalists,Bacteria,candidate_division_WPS-1,uncl_candidate_division_WPS-1,uncl_candidate_division_WPS-1,uncl_candidate_division_WPS-1,WPS-1_genera_incertae_sedis
OTU75614,NS,Bacteria,Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria
OTU1539,Specialists,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Novosphingobium
OTU2300,Specialists,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter
OTU1098,NS,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,uncl_Polyangiaceae
OTU1667,Generalists,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,uncl_Solirubrobacterales,uncl_Solirubrobacterales
OTU2829,NS,Bacteria,Verrucomicrobia,Subdivision3,uncl_Subdivision3,uncl_Subdivision3,Subdivision3_genera_incertae_sedis
OTU29391,NS,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncl_Comamonadaceae
OTU175,Specialists,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,uncl_Fulvivirgaceae
OTU52935,Specialists,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,uncl_Burkholderiales,uncl_Burkholderiales
OTU3649,NS,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas
OTU23999,NS,Bacteria,Chloroflexi,uncl_Chloroflexi,uncl_Chloroflexi,uncl_Chloroflexi,uncl_Chloroflexi
OTU1068,Specialists,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter
OTU61396,NS,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU15314,Specialists,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,Ohtaekwangia
OTU92513,NS,Bacteria,Acidobacteria,Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,Gp6
OTU3716,NS,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,Longimicrobium
OTU6406,NS,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,uncl_Micromonosporaceae
OTU3432,Specialists,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter
OTU9786,NS,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Isosphaeraceae,uncl_Isosphaeraceae
OTU1010,Specialists,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae_1,Paenibacillus
OTU22653,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU2952,Specialists,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,uncl_Streptosporangiaceae
OTU746,NS,Bacteria,Proteobacteria,Betaproteobacteria,uncl_Betaproteobacteria,uncl_Betaproteobacteria,uncl_Betaproteobacteria
OTU85,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis
OTU3227,Generalists,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,uncl_Myxococcales,uncl_Myxococcales
OTU694,NS,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,uncl_Opitutaceae
OTU8052,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU68725,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU1540,NS,Bacteria,Proteobacteria,Deltaproteobacteria,uncl_Deltaproteobacteria,uncl_Deltaproteobacteria,uncl_Deltaproteobacteria
OTU3476,NS,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas/Armatimonadetes_gp3
OTU2854,NS,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas/Armatimonadetes_gp1
OTU12221,NS,Bacteria,candidate_division_WPS-1,uncl_candidate_division_WPS-1,uncl_candidate_division_WPS-1,uncl_candidate_division_WPS-1,WPS-1_genera_incertae_sedis
OTU516,Generalists,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium
OTU10629,NS,Bacteria,Acidobacteria,Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,Gp6
OTU214,Generalists,Bacteria,Armatimonadetes,uncl_Armatimonadetes,uncl_Armatimonadetes,uncl_Armatimonadetes,uncl_Armatimonadetes
OTU18637,NS,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,uncl_Chitinophagaceae
OTU48451,NS,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
OTU29920,Specialists,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter
OTU29360,NS,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU55212,NS,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU31615,NS,Bacteria,Proteobacteria,Deltaproteobacteria,uncl_Deltaproteobacteria,uncl_Deltaproteobacteria,uncl_Deltaproteobacteria
OTU3485,NS,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus
OTU3756,NS,Bacteria,Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes
OTU8588,NS,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU10963,NS,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Edaphobaculum
OTU84488,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,uncl_Rhizobiales,uncl_Rhizobiales
OTU3670,NS,Bacteria,Acidobacteria,Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,Gp6
OTU43705,Specialists,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU3690,Specialists,Bacteria,Acidobacteria,Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,Gp6
OTU4104,NS,Bacteria,Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes
OTU83918,Specialists,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
OTU14045,NS,Bacteria,Gemmatimonadetes,uncl_Gemmatimonadetes,uncl_Gemmatimonadetes,uncl_Gemmatimonadetes,uncl_Gemmatimonadetes
OTU2715,Generalists,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncl_Verrucomicrobiaceae
OTU3193,Generalists,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,uncl_Solirubrobacterales,uncl_Solirubrobacterales
OTU4639,Specialists,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga
OTU14509,NS,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
OTU667,NS,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,uncl_Cytophagales,uncl_Cytophagales
OTU12390,NS,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,uncl_Solirubrobacterales,uncl_Solirubrobacterales
OTU1730,NS,Bacteria,Acidobacteria,Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,uncl_Acidobacteria_Gp6
OTU1313,NS,Bacteria,Proteobacteria,Betaproteobacteria,uncl_Betaproteobacteria,uncl_Betaproteobacteria,uncl_Betaproteobacteria
OTU2042,NS,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Edaphobaculum
OTU10562,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU2807,Specialists,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
OTU5859,Generalists,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncl_Comamonadaceae
OTU2766,Specialists,Bacteria,Bacteroidetes,Cytophagia,uncl_Cytophagia,uncl_Cytophagia,uncl_Cytophagia
OTU2630,NS,Bacteria,Verrucomicrobia,Spartobacteria,uncl_Spartobacteria,uncl_Spartobacteria,Spartobacteria_genera_incertae_sedis
OTU44734,NS,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,uncl_Fulvivirgaceae
OTU1332,NS,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,uncl_Solirubrobacterales,uncl_Solirubrobacterales
OTU15080,Specialists,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU8185,NS,Bacteria,Microgenomates,uncl_Microgenomates,uncl_Microgenomates,uncl_Microgenomates,Microgenomates_genera_incertae_sedis
OTU2406,NS,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,uncl_Cytophagales,uncl_Cytophagales
OTU4124,NS,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,uncl_Burkholderiales,uncl_Burkholderiales
OTU1105,Generalists,Bacteria,Verrucomicrobia,Spartobacteria,uncl_Spartobacteria,uncl_Spartobacteria,Spartobacteria_genera_incertae_sedis
OTU44877,NS,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,uncl_Polyangiaceae
OTU3958,NS,Bacteria,Verrucomicrobia,Spartobacteria,uncl_Spartobacteria,uncl_Spartobacteria,Spartobacteria_genera_incertae_sedis
OTU998,Specialists,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,uncl_Chitinophagaceae
OTU5102,Generalists,Bacteria,Actinobacteria,Thermoleophilia,uncl_Thermoleophilia,uncl_Thermoleophilia,uncl_Thermoleophilia
OTU85816,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,uncl_Rhizobiales,uncl_Rhizobiales
OTU494,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,uncl_Hyphomicrobiaceae
OTU16818,NS,Bacteria,Acidobacteria,Acidobacteria_Gp7,uncl_Acidobacteria_Gp7,uncl_Acidobacteria_Gp7,Gp7
OTU1493,Specialists,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
OTU1611,Specialists,Bacteria,Bacteroidetes,Cytophagia,uncl_Cytophagia,uncl_Cytophagia,uncl_Cytophagia
OTU54625,Specialists,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Chitinophaga
OTU14150,NS,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,uncl_Myxococcales,uncl_Myxococcales
OTU1683,Generalists,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncl_Rhodospirillales,uncl_Rhodospirillales
OTU3339,NS,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas/Armatimonadetes_gp1
OTU10387,Specialists,Bacteria,Acidobacteria,Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,Gp6
OTU3630,NS,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter
OTU4246,Generalists,Bacteria,Acidobacteria,Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,uncl_Acidobacteria_Gp6,Gp6
OTU3780,NS,Bacteria,Proteobacteria,Oligoflexia,Bacteriovoracales,Bacteriovoracaceae,Peredibacter
OTU593,NS,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,uncl_Myxococcales,uncl_Myxococcales
OTU10569,NS,Bacteria,Gemmatimonadetes,Gemmatimonadetes,uncl_Gemmatimonadetes,uncl_Gemmatimonadetes,uncl_Gemmatimonadetes
OTU58098,Generalists,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,uncl_Rhizobiales,uncl_Rhizobiales
OTU8979,NS,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncl_Planctomycetales,uncl_Planctomycetales
OTU10826,NS,Bacteria,Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes
OTU2840,Specialists,Bacteria,Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes
OTU157,Specialists,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,uncl_Burkholderiales,uncl_Burkholderiales
OTU2206,NS,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,uncl_Sphingobacteriaceae
OTU64244,Specialists,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,uncl_Rhizobiales,uncl_Rhizobiales
OTU2094,NS,Bacteria,Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,Parcubacteria_genera_incertae_sedis
OTU1898,NS,Bacteria,Acidobacteria,Acidobacteria_Gp10,uncl_Acidobacteria_Gp10,uncl_Acidobacteria_Gp10,Gp10
OTU1165,NS,Bacteria,Actinobacteria,Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria
OTU86381,NS,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
OTU6265,NS,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,uncl_Pirellulales,uncl_Pirellulales
OTU7652,NS,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,uncl_Gemmataceae
OTU2953,Generalists,Bacteria,Gemmatimonadetes,Gemmatimonadetes,uncl_Gemmatimonadetes,uncl_Gemmatimonadetes,uncl_Gemmatimonadetes
OTU2076,Generalists,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Gemmataceae,Gemmata
OTU76647,NS,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira
OTU44558,NS,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Roseisolibacter
OTU14587,Specialists,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,Longimicrobium
OTU7341,NS,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter
OTU4771,NS,Bacteria,Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes,uncl_Bacteroidetes
OTU1999,NS,Bacteria,Acidobacteria,Acidobacteria_Gp7,uncl_Acidobacteria_Gp7,uncl_Acidobacteria_Gp7,Gp7
OTU2142,NS,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncl_Acidimicrobiales,uncl_Acidimicrobiales
OTU640,Specialists,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,uncl_Chitinophagaceae
OTU66998,Generalists,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,uncl_Chitinophagaceae
OTU6613,NS,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter
OTU2175,NS,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU1504,NS,Bacteria,Proteobacteria,Deltaproteobacteria,uncl_Deltaproteobacteria,uncl_Deltaproteobacteria,uncl_Deltaproteobacteria
OTU6292,Generalists,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae,uncl_Blastocatellaceae
OTU11997,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,uncl_Acetobacteraceae
OTU5022,Specialists,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma
OTU6372,NS,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncl_Gemmatimonadaceae
OTU188,Specialists,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,uncl_Xanthomonadales,uncl_Xanthomonadales
OTU2433,NS,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,uncl_Chitinophagaceae
OTU3991,NS,Bacteria,Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria,uncl_Parcubacteria
OTU4108,NS,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,uncl_Chitinophagaceae
OTU1330,NS,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncl_Rhodospirillales,uncl_Rhodospirillales
OTU12881,NS,Bacteria,Verrucomicrobia,Subdivision3,uncl_Subdivision3,uncl_Subdivision3,Subdivision3_genera_incertae_sedis
OTU2694,Specialists,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,uncl_Chitinophagaceae
OTU2570,NS,Bacteria,Gemmatimonadetes,Longimicrobia,uncl_Longimicrobia,uncl_Longimicrobia,uncl_Longimicrobia
OTU1361,Generalists,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Lacipirellulaceae,Lacipirellula
OTU100513,NS,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
OTU16196,NS,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,uncl_Myxococcales,uncl_Myxococcales
OTU8246,NS,Bacteria,Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria,uncl_Proteobacteria
OTU6200,NS,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,uncl_Gemmatimonadales,uncl_Gemmatimonadales
OTU41762,Generalists,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,uncl_Rhizobiales,uncl_Rhizobiales
OTU71768,Generalists,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,uncl_Micromonosporales,uncl_Micromonosporales
OTU22933,NS,Bacteria,Actinobacteria,Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria,uncl_Actinobacteria
OTU1213,NS,Bacteria,Acidobacteria,Acidobacteria_Gp10,uncl_Acidobacteria_Gp10,uncl_Acidobacteria_Gp10,Gp10
OTU1161,Specialists,Bacteria,Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,uncl_Candidatus_Saccharibacteria,Saccharibacteria_genera_incertae_sedis
OTU37085,NS,Bacteria,Acidobacteria,Acidobacteria_Gp10,uncl_Acidobacteria_Gp10,uncl_Acidobacteria_Gp10,Gp10
OTU23769,NS,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Larkinella
